Date,Price,Open,High,Low,Vol.,Change %
2002-05-24,1067.0,1026.9,1069.2,1026.9,51.00M,0.0392
2002-05-23,1026.75,1045.2,1045.35,1024.3,40.36M,-0.0177
2002-05-22,1045.3,1049.5,1050.9,1035.5,50.69M,-0.0037
2002-05-21,1049.2,1074.75,1074.85,1028.25,69.84M,-0.0234
2002-05-20,1074.35,1091.7,1097.95,1071.35,43.65M,-0.0149
2002-05-17,1090.65,1092.8,1099.75,1079.95,55.62M,-0.002
2002-05-16,1092.8,1108.25,1111.25,1089.85,48.84M,-0.0135
2002-05-15,1107.8,1115.15,1121.5,1102.65,43.83M,-0.0065
2002-05-14,1115.1,1119.95,1125.95,1111.45,45.79M,-0.0041
2002-05-13,1119.65,1116.8,1121.95,1114.2,35.78M,0.0029
2002-05-10,1116.4,1127.05,1127.3,1111.15,39.47M,-0.0099
2002-05-09,1127.6,1117.7,1136.55,1117.7,41.85M,0.0089
2002-05-08,1117.6,1110.7,1122.7,1110.7,38.16M,0.0062
2002-05-07,1110.7,1100.9,1111.85,1096.65,34.36M,0.0089
2002-05-06,1100.95,1096.95,1102.05,1096.25,33.07M,0.0036
2002-05-03,1096.95,1093.4,1098.6,1091.5,34.20M,0.0033
2002-05-02,1093.3,1084.8,1101.1,1084.8,44.41M,0.0081
2002-04-30,1084.5,1074.25,1085.75,1073.4,35.80M,0.0096
2002-04-29,1074.2,1097.55,1098.65,1073.3,41.59M,-0.0211
2002-04-26,1097.4,1094.25,1103.35,1094.1,30.87M,0.0028
2002-04-25,1094.3,1110.65,1113.85,1089.0,44.99M,-0.0147
2002-04-24,1110.6,1106.25,1116.85,1105.7,40.70M,0.0042
2002-04-23,1106.0,1104.0,1108.8,1095.0,39.72M,0.0017
2002-04-22,1104.15,1100.5,1107.2,1088.05,38.34M,0.0035
2002-04-19,1100.3,1125.55,1127.05,1097.6,42.13M,-0.0254
2002-04-18,1129.0,1125.25,1135.0,1123.8,34.22M,0.0035
2002-04-17,1125.1,1119.0,1136.6,1118.95,34.38M,0.0057
2002-04-16,1118.75,1130.8,1133.5,1116.65,32.53M,-0.0136
2002-04-15,1134.15,1146.55,1152.55,1130.45,32.84M,-0.0108
2002-04-12,1146.5,1143.25,1151.55,1138.65,38.87M,0.0025
2002-04-11,1143.6,1138.55,1150.2,1138.55,48.51M,0.0045
2002-04-10,1138.5,1126.7,1140.25,1125.75,48.37M,0.0105
2002-04-09,1126.7,1135.15,1137.45,1122.1,37.26M,-0.0075
2002-04-08,1135.25,1141.9,1147.9,1134.0,31.26M,-0.0059
2002-04-05,1141.95,1146.05,1153.3,1139.9,40.19M,-0.0034
2002-04-04,1145.9,1124.05,1149.65,1123.9,49.47M,0.0199
2002-04-03,1123.5,1136.6,1136.9,1121.45,39.86M,-0.0118
2002-04-02,1136.95,1138.8,1147.3,1132.3,50.73M,-0.0018
2002-04-01,1138.95,1129.85,1143.3,1129.85,41.46M,0.0083
2002-03-28,1129.55,1123.6,1138.45,1123.6,55.36M,0.0055
2002-03-27,1123.35,1130.0,1134.1,1121.35,41.55M,0.0003
2002-03-26,1123.05,1138.1,1140.2,1117.85,32.69M,-0.0135
2002-03-22,1138.45,1144.5,1148.65,1135.9,36.79M,-0.005
2002-03-21,1144.2,1155.55,1155.55,1141.05,32.47M,-0.0099
2002-03-20,1155.6,1152.05,1158.95,1148.5,41.28M,0.003
2002-03-19,1152.15,1169.4,1170.8,1150.3,40.01M,-0.0147
2002-03-18,1169.3,1169.95,1184.7,1163.75,44.60M,-0.0004
2002-03-15,1169.75,1159.6,1173.75,1159.6,61.76M,0.0089
2002-03-14,1159.45,1156.85,1163.65,1153.15,31.82M,0.0021
2002-03-13,1157.05,1150.2,1165.4,1143.55,41.96M,0.0057
2002-03-12,1150.45,1167.85,1171.2,1144.3,50.38M,-0.0149
2002-03-11,1167.85,1187.5,1192.75,1164.55,50.59M,-0.0167
2002-03-08,1187.65,1193.6,1199.6,1182.55,50.28M,-0.0045
2002-03-07,1193.05,1173.6,1195.2,1173.6,50.21M,0.0174
2002-03-06,1172.6,1176.55,1182.65,1162.75,61.49M,-0.005
2002-03-05,1178.5,1176.4,1193.1,1175.15,63.43M,0.001
2002-03-04,1177.35,1178.45,1201.1,1172.3,74.30M,-0.0006
2002-03-01,1178.0,1142.05,1181.25,1135.45,68.82M,0.0315
2002-02-28,1142.05,1189.6,1197.0,1135.2,104.26M,-0.0396
2002-02-27,1189.2,1190.15,1205.95,1180.0,76.05M,-0.0002
2002-02-26,1189.4,1165.75,1192.65,1165.75,67.00M,0.0206
2002-02-25,1165.45,1163.65,1167.6,1155.45,51.75M,0.0017
2002-02-22,1163.5,1149.85,1165.7,1145.5,53.39M,0.0119
2002-02-21,1149.85,1146.05,1158.05,1146.05,34.46M,0.0034
2002-02-20,1145.95,1158.45,1158.45,1134.65,49.63M,-0.0112
2002-02-19,1158.9,1172.85,1178.1,1155.1,59.28M,-0.0119
2002-02-18,1172.85,1159.85,1177.05,1156.7,59.70M,0.0111
2002-02-15,1159.95,1150.65,1164.1,1150.3,67.68M,0.0087
2002-02-14,1150.0,1135.5,1151.65,1133.85,60.60M,0.0131
2002-02-13,1135.1,1129.8,1142.3,1129.6,55.75M,0.005
2002-02-12,1129.5,1131.95,1143.3,1125.55,59.33M,-0.0018
2002-02-11,1131.55,1124.85,1144.15,1124.85,61.16M,0.0069
2002-02-08,1123.75,1112.8,1131.85,1104.45,73.01M,0.012
2002-02-07,1110.45,1114.85,1130.95,1104.3,93.83M,-0.0024
2002-02-06,1113.1,1074.4,1117.1,1074.0,73.87M,0.0362
2002-02-05,1074.25,1076.25,1081.2,1069.4,68.53M,-0.0025
2002-02-04,1076.9,1083.05,1086.95,1074.15,57.89M,-0.0044
2002-02-01,1081.65,1076.95,1088.05,1076.95,58.40M,0.0058
2002-01-31,1075.4,1067.65,1082.0,1067.65,66.03M,0.0074
2002-01-30,1067.45,1072.85,1072.85,1058.8,50.69M,-0.0039
2002-01-29,1071.65,1071.35,1076.45,1068.85,58.95M,0.0003
2002-01-28,1071.35,1083.25,1088.75,1068.7,49.77M,-0.0081
2002-01-25,1080.1,1085.85,1089.7,1077.0,59.84M,-0.0048
2002-01-24,1085.3,1089.6,1098.6,1081.7,47.72M,-0.0038
2002-01-23,1089.4,1092.85,1096.95,1087.5,53.73M,-0.0032
2002-01-22,1092.85,1091.35,1099.0,1090.0,55.75M,0.0014
2002-01-21,1091.35,1093.25,1099.8,1082.65,64.35M,-0.0016
2002-01-18,1093.15,1109.55,1121.75,1089.05,84.63M,-0.0145
2002-01-17,1109.2,1090.25,1116.05,1078.95,83.52M,0.0173
2002-01-16,1090.3,1094.15,1104.8,1085.3,59.75M,-0.0035
2002-01-15,1094.15,1109.45,1112.6,1090.2,55.22M,-0.0141
2002-01-14,1109.8,1089.45,1118.5,1089.45,60.43M,0.0195
2002-01-11,1088.55,1098.15,1105.9,1073.45,71.15M,-0.0088
2002-01-10,1098.2,1098.8,1105.35,1093.6,68.97M,-0.0042
2002-01-09,1102.8,1110.0,1119.4,1098.7,74.87M,-0.0064
2002-01-08,1109.9,1100.55,1114.55,1097.9,67.83M,0.0089
2002-01-07,1100.15,1093.05,1111.55,1093.05,61.39M,0.0036
2002-01-04,1096.2,1072.4,1099.25,1072.4,74.41M,0.0223
2002-01-03,1072.25,1063.45,1074.85,1062.9,61.87M,0.0108
2002-01-02,1060.75,1054.95,1065.25,1054.1,49.61M,0.0052
2002-01-01,1055.3,1058.85,1071.15,1052.05,43.95M,-0.0035
2001-12-31,1059.05,1033.9,1062.3,1033.9,53.15M,0.0244
2001-12-28,1033.8,1019.9,1036.35,1010.45,56.36M,0.0135
2001-12-27,1020.0,1033.85,1037.7,1017.35,60.27M,-0.0138
2001-12-26,1034.25,1048.9,1058.3,1030.5,42.61M,-0.0136
2001-12-24,1048.5,1051.0,1055.0,1032.6,41.90M,-0.0022
2001-12-21,1050.85,1061.8,1061.8,1043.65,47.17M,-0.0105
2001-12-20,1062.0,1060.45,1064.8,1047.5,55.79M,0.0012
2001-12-19,1060.75,1082.5,1086.35,1057.1,49.99M,-0.0199
2001-12-18,1082.3,1089.9,1098.0,1071.35,47.04M,-0.0051
2001-12-14,1087.85,1098.65,1102.9,1082.75,41.87M,-0.0099
2001-12-13,1098.75,1107.75,1114.15,1069.95,66.16M,-0.008
2001-12-12,1107.65,1110.65,1121.55,1104.75,54.12M,-0.0023
2001-12-11,1110.2,1112.15,1122.85,1107.7,69.18M,-0.0045
2001-12-10,1115.25,1112.15,1123.55,1112.15,54.63M,0.0027
2001-12-07,1112.3,1110.9,1122.65,1109.65,59.28M,0.0017
2001-12-06,1110.45,1105.1,1132.65,1105.1,77.04M,0.0053
2001-12-05,1104.55,1077.95,1107.15,1077.95,67.35M,0.0249
2001-12-04,1077.7,1066.05,1082.6,1065.65,58.42M,0.0115
2001-12-03,1065.4,1067.2,1074.5,1063.25,53.29M,-0.0016
2001-11-29,1067.15,1070.3,1071.0,1063.0,60.88M,-0.0034
2001-11-28,1070.8,1076.15,1082.3,1067.65,58.93M,-0.0049
2001-11-27,1076.05,1087.6,1097.6,1071.05,67.61M,-0.0042
2001-11-26,1080.6,1059.25,1084.65,1059.25,52.43M,0.0204
2001-11-23,1059.0,1063.05,1075.05,1057.3,54.53M,-0.0032
2001-11-22,1062.45,1056.45,1075.9,1056.45,60.06M,0.0058
2001-11-21,1056.35,1050.4,1064.85,1046.3,57.52M,0.0059
2001-11-20,1050.2,1067.3,1082.4,1046.15,72.22M,-0.0168
2001-11-19,1068.15,1034.2,1072.0,1032.85,73.04M,0.0313
2001-11-15,1035.7,1016.05,1038.35,1015.15,50.50M,0.0196
2001-11-14,1015.8,1005.45,1017.2,1004.7,13.83M,0.0103
2001-11-13,1005.4,1010.95,1013.25,999.85,43.47M,-0.0054
2001-11-12,1010.9,1004.55,1014.25,1003.6,46.43M,0.0068
2001-11-09,1004.05,999.1,1008.95,999.1,62.74M,0.0064
2001-11-08,997.7,987.5,1001.15,985.75,51.43M,0.0103
2001-11-07,987.5,1001.95,1014.1,984.45,44.84M,-0.0144
2001-11-06,1001.9,991.2,1007.4,991.15,50.53M,0.0109
2001-11-05,991.05,997.25,1001.3,987.85,44.01M,-0.0066
2001-11-02,997.6,994.25,1009.55,991.95,57.61M,0.0036
2001-11-01,994.0,973.55,997.3,973.55,53.18M,0.0227
2001-10-31,971.9,962.85,976.4,959.35,48.40M,0.0091
2001-10-30,963.1,977.35,977.35,960.5,46.82M,-0.0147
2001-10-29,977.45,983.15,996.6,974.05,37.91M,-0.0058
2001-10-25,983.2,991.25,998.0,979.95,60.24M,-0.0081
2001-10-24,991.2,992.95,1000.95,987.4,59.40M,-0.002
2001-10-23,993.2,976.75,994.15,976.55,51.83M,0.0172
2001-10-22,976.4,980.05,994.15,973.2,44.25M,-0.0003
2001-10-19,976.65,972.2,981.0,970.85,38.88M,0.0047
2001-10-18,972.05,984.2,984.5,969.35,42.71M,-0.0144
2001-10-17,986.25,971.95,989.05,971.95,53.22M,0.0154
2001-10-16,971.25,963.4,973.25,962.5,47.17M,0.0081
2001-10-15,963.4,963.65,966.15,954.35,43.54M,0.0031
2001-10-12,960.4,958.4,969.9,956.85,55.20M,0.0058
2001-10-11,954.9,940.45,959.75,940.45,49.85M,0.0155
2001-10-10,940.35,915.5,942.8,912.9,53.38M,0.0303
2001-10-09,912.7,903.0,914.3,902.55,36.54M,0.0119
2001-10-08,901.95,911.2,913.05,884.65,36.38M,-0.0138
2001-10-05,914.6,911.6,919.75,903.05,38.68M,0.0032
2001-10-04,911.65,899.65,914.25,899.65,47.79M,0.0133
2001-10-03,899.65,910.05,915.05,896.25,40.48M,-0.0115
2001-10-01,910.1,914.65,919.2,905.5,49.60M,-0.0041
2001-09-28,913.85,891.75,922.55,891.0,63.99M,0.0268
2001-09-27,890.0,873.15,893.05,868.3,51.71M,0.0187
2001-09-26,873.7,861.35,877.0,859.2,52.83M,0.0143
2001-09-25,861.4,869.15,893.35,858.85,54.35M,-0.0088
2001-09-24,869.05,853.0,878.6,853.0,48.76M,0.0174
2001-09-21,854.2,903.75,903.75,849.95,47.90M,-0.0496
2001-09-20,898.8,910.2,910.35,873.7,55.78M,-0.0147
2001-09-19,912.2,899.7,915.0,899.7,52.49M,0.0133
2001-09-18,900.2,872.15,910.35,868.5,71.87M,0.032
2001-09-17,872.25,916.15,916.15,861.05,46.03M,-0.0516
2001-09-14,919.7,972.05,974.5,902.7,49.97M,-0.0535
2001-09-13,971.7,982.2,993.05,969.0,41.79M,-0.0107
2001-09-12,982.2,1023.25,1023.25,957.95,34.98M,-0.0403
2001-09-11,1023.4,1033.35,1037.45,1020.7,36.49M,-0.0097
2001-09-10,1033.4,1035.0,1045.3,1031.45,36.06M,-0.0017
2001-09-07,1035.2,1036.35,1037.35,1026.45,49.22M,-0.0009
2001-09-06,1036.1,1047.7,1048.2,1033.4,47.39M,-0.0085
2001-09-05,1045.0,1047.25,1051.55,1043.3,35.51M,-0.0031
2001-09-04,1048.2,1048.2,1053.25,1043.3,39.74M,0.0001
2001-09-03,1048.05,1054.65,1059.9,1046.35,29.93M,-0.0054
2001-08-31,1053.75,1064.1,1064.1,1051.75,34.37M,-0.0098
2001-08-30,1064.15,1068.3,1070.25,1061.9,38.78M,-0.0031
2001-08-29,1067.45,1070.55,1074.5,1066.45,28.19M,-0.003
2001-08-28,1070.65,1072.35,1076.85,1069.6,31.75M,-0.0018
2001-08-27,1072.55,1064.05,1078.35,1064.05,35.80M,0.0032
2001-08-24,1069.15,1071.5,1076.7,1064.9,42.20M,-0.0022
2001-08-23,1071.5,1068.7,1079.0,1065.7,29.66M,0.0026
2001-08-21,1068.7,1063.65,1071.2,1062.3,34.64M,0.0047
2001-08-20,1063.75,1062.5,1067.95,1061.0,30.73M,-0.0051
2001-08-17,1069.2,1079.0,1084.0,1067.6,51.09M,-0.009
2001-08-16,1078.95,1075.2,1083.7,1072.95,48.32M,0.0032
2001-08-14,1075.5,1063.05,1076.6,1062.2,42.86M,0.0118
2001-08-13,1063.0,1070.95,1081.4,1061.05,21.61M,-0.0076
2001-08-10,1071.15,1070.65,1076.7,1069.05,25.91M,0.0005
2001-08-09,1070.65,1068.1,1072.6,1061.4,26.83M,0.0025
2001-08-08,1068.0,1071.75,1072.1,1059.55,28.80M,-0.0038
2001-08-07,1072.1,1074.35,1079.3,1070.2,26.87M,-0.0029
2001-08-06,1075.25,1074.2,1082.4,1072.55,37.04M,0.0006
2001-08-03,1074.6,1066.4,1077.55,1066.2,43.83M,0.0081
2001-08-02,1066.0,1064.25,1070.05,1059.55,43.30M,0.0027
2001-08-01,1063.15,1073.0,1077.7,1059.75,53.43M,-0.009
2001-07-31,1072.85,1061.45,1076.35,1053.6,34.61M,0.0107
2001-07-30,1061.45,1051.45,1062.8,1050.9,26.46M,0.0093
2001-07-27,1051.7,1053.2,1061.2,1046.9,28.24M,-0.0016
2001-07-26,1053.4,1063.9,1066.55,1050.15,32.44M,-0.0101
2001-07-25,1064.2,1072.45,1073.95,1062.15,27.92M,-0.0078
2001-07-24,1072.55,1065.95,1074.75,1064.5,22.14M,0.0018
2001-07-23,1070.65,1076.15,1076.15,1063.4,1.40M,-0.0065
2001-07-20,1077.7,1085.95,1089.95,1072.75,28.97M,-0.0076
2001-07-19,1085.9,1091.35,1091.35,1079.55,29.24M,-0.0055
2001-07-18,1091.95,1103.1,1108.45,1088.1,26.61M,-0.0101
2001-07-17,1103.1,1103.55,1106.05,1092.5,23.69M,-0.0022
2001-07-16,1105.55,1110.35,1116.7,1102.45,28.11M,-0.0044
2001-07-13,1110.45,1105.7,1127.15,1103.3,39.26M,0.0045
2001-07-12,1105.5,1083.8,1109.0,1083.8,37.17M,0.0202
2001-07-11,1083.65,1072.15,1088.5,1068.35,24.69M,0.0108
2001-07-10,1072.05,1059.95,1078.1,1059.25,21.88M,0.0118
2001-07-09,1059.5,1064.8,1064.8,1052.1,18.02M,-0.0053
2001-07-06,1065.1,1069.15,1069.15,1059.6,23.38M,-0.0043
2001-07-05,1069.75,1068.35,1079.35,1066.95,27.27M,0.0017
2001-07-04,1067.95,1068.05,1074.6,1062.2,26.71M,-0.0017
2001-07-03,1069.8,1097.4,1097.4,1066.05,30.62M,-0.0281
2001-07-02,1100.75,1108.35,1119.55,1097.95,18.08M,-0.0065
2001-06-29,1107.9,1094.05,1114.35,1091.05,39.50M,0.0127
2001-06-28,1094.0,1095.85,1101.0,1090.2,31.05M,-0.0019
2001-06-27,1096.1,1096.6,1102.8,1086.75,46.77M,-0.0005
2001-06-26,1096.6,1066.4,1099.8,1060.05,50.43M,0.0277
2001-06-25,1067.0,1087.1,1087.1,1064.4,39.75M,-0.019
2001-06-22,1087.65,1095.85,1097.8,1081.3,37.68M,-0.0069
2001-06-21,1095.2,1097.9,1102.45,1090.25,37.93M,-0.0022
2001-06-20,1097.6,1096.35,1100.55,1084.7,31.01M,0.0009
2001-06-19,1096.65,1078.25,1099.7,1075.45,37.83M,0.017
2001-06-18,1078.3,1087.75,1087.75,1064.4,42.08M,-0.0087
2001-06-15,1087.75,1112.7,1112.7,1084.2,45.84M,-0.0225
2001-06-14,1112.75,1128.95,1128.95,1110.15,40.35M,-0.0144
2001-06-13,1129.0,1127.1,1132.95,1126.9,32.96M,0.0016
2001-06-12,1127.15,1131.05,1133.3,1121.8,39.27M,-0.0035
2001-06-11,1131.1,1126.55,1134.8,1122.35,35.44M,0.004
2001-06-08,1126.6,1112.45,1128.9,1112.45,47.21M,0.0128
2001-06-07,1112.35,1115.05,1116.1,1095.45,43.85M,-0.003
2001-06-06,1115.7,1117.5,1132.95,1114.0,34.92M,0.0001
2001-06-05,1115.6,1127.15,1130.65,1106.8,44.90M,-0.0103
2001-06-04,1127.2,1148.0,1154.45,1125.35,39.21M,-0.0182
2001-06-01,1148.05,1168.1,1175.8,1146.9,45.59M,-0.017
2001-05-31,1167.9,1177.5,1177.5,1154.9,51.33M,-0.0082
2001-05-30,1177.55,1199.5,1207.0,1173.75,53.46M,-0.0174
2001-05-29,1198.45,1193.25,1202.05,1193.25,44.86M,0.0044
2001-05-28,1193.2,1174.95,1194.5,1174.45,45.58M,0.0156
2001-05-25,1174.9,1181.95,1188.5,1171.35,44.05M,-0.0059
2001-05-24,1181.85,1179.1,1190.15,1177.55,49.24M,0.0023
2001-05-23,1179.1,1168.25,1181.8,1167.0,40.54M,0.0094
2001-05-22,1168.1,1169.5,1176.2,1165.65,37.28M,-0.0012
2001-05-21,1169.45,1172.95,1182.65,1166.7,43.13M,-0.0029
2001-05-18,1172.8,1175.0,1187.65,1169.2,53.43M,-0.0018
2001-05-17,1174.95,1151.2,1179.0,1150.6,62.57M,0.0207
2001-05-16,1151.15,1147.1,1163.15,1146.05,48.49M,0.0051
2001-05-15,1145.3,1140.75,1147.75,1096.25,45.14M,0.0039
2001-05-14,1140.8,1140.45,1146.25,1134.05,32.68M,0.0003
2001-05-11,1140.5,1144.1,1146.85,1136.9,42.03M,-0.0039
2001-05-10,1144.95,1149.1,1151.6,1139.25,37.69M,-0.0037
2001-05-09,1149.25,1149.9,1164.3,1145.25,55.61M,0.0003
2001-05-08,1148.95,1139.25,1151.95,1138.2,43.30M,0.0086
2001-05-07,1139.2,1130.05,1145.4,1130.05,35.26M,0.0081
2001-05-04,1130.05,1121.45,1131.95,1113.65,42.01M,0.0071
2001-05-03,1122.05,1137.15,1139.85,1117.7,35.70M,-0.0133
2001-05-02,1137.2,1125.45,1150.65,1125.25,43.26M,0.0106
2001-04-30,1125.25,1101.45,1127.9,1101.45,42.75M,0.0217
2001-04-27,1101.3,1143.65,1143.65,1078.1,56.50M,-0.0371
2001-04-26,1143.75,1155.4,1170.2,1138.85,55.93M,-0.01
2001-04-25,1155.35,1146.5,1162.85,1142.3,52.93M,0.0079
2001-04-24,1146.3,1149.6,1149.6,1128.4,42.01M,-0.003
2001-04-23,1149.75,1144.05,1162.05,1137.3,48.55M,0.005
2001-04-20,1144.0,1145.75,1156.45,1120.6,49.36M,-0.0004
2001-04-19,1144.45,1103.6,1159.3,1103.6,70.68M,0.0372
2001-04-18,1103.4,1066.5,1106.3,1063.05,55.98M,0.0341
2001-04-17,1067.0,1044.85,1072.9,1037.7,50.80M,0.0214
2001-04-16,1044.6,1024.0,1049.4,1000.1,44.79M,0.0192
2001-04-12,1024.9,1066.75,1066.75,1001.8,47.08M,-0.0393
2001-04-11,1066.8,1104.9,1116.85,1056.1,39.18M,-0.0329
2001-04-10,1103.05,1129.1,1129.75,1093.05,35.20M,-0.0224
2001-04-09,1128.35,1137.6,1138.55,1116.1,28.40M,-0.0099
2001-04-06,1139.6,1137.55,1171.85,1133.05,36.17M,0.0026
2001-04-04,1136.65,1146.1,1146.15,1120.35,27.09M,-0.011
2001-04-03,1149.25,1136.65,1153.1,1128.1,29.80M,0.0098
2001-04-02,1138.1,1148.1,1148.1,1094.35,40.16M,-0.0088
2001-03-30,1148.2,1195.05,1195.25,1144.65,33.96M,-0.0392
2001-03-29,1195.1,1204.9,1210.1,1185.0,31.58M,-0.0092
2001-03-28,1206.2,1177.55,1209.6,1177.55,31.74M,0.0242
2001-03-27,1177.75,1161.6,1182.7,1157.25,34.35M,0.014
2001-03-26,1161.5,1159.85,1165.65,1147.5,22.76M,0.0002
2001-03-23,1161.3,1187.6,1196.55,1139.65,35.58M,-0.0221
2001-03-22,1187.55,1206.45,1218.35,1184.95,33.69M,-0.0162
2001-03-21,1207.1,1168.8,1212.2,1156.15,30.17M,0.0309
2001-03-20,1170.95,1186.8,1193.35,1162.35,29.32M,-0.0133
2001-03-19,1186.7,1192.85,1201.7,1173.15,29.20M,-0.0057
2001-03-16,1193.55,1216.9,1233.4,1179.6,51.15M,-0.0194
2001-03-15,1217.15,1191.6,1219.7,1170.7,47.04M,0.0192
2001-03-14,1194.2,1125.15,1200.25,1114.6,42.82M,0.0618
2001-03-13,1124.7,1197.85,1201.15,1098.75,69.14M,-0.0611
2001-03-12,1197.95,1253.25,1253.25,1193.95,54.09M,-0.0453
2001-03-09,1254.75,1292.7,1292.7,1219.35,60.12M,-0.0295
2001-03-08,1292.85,1290.85,1307.95,1279.3,60.22M,0.0018
2001-03-07,1290.5,1272.8,1311.1,1249.45,104.38M,0.015
2001-03-05,1271.45,1304.85,1316.45,1259.1,121.54M,-0.0267
2001-03-02,1306.35,1360.25,1386.75,1301.8,124.76M,-0.0381
2001-03-01,1358.05,1351.75,1399.55,1345.05,136.40M,0.0049
2001-02-28,1351.4,1295.3,1362.25,1294.6,150.44M,0.0431
2001-02-27,1295.55,1312.45,1324.0,1281.9,106.03M,-0.0128
2001-02-26,1312.4,1320.9,1325.2,1299.05,86.95M,-0.0061
2001-02-23,1320.45,1355.1,1362.8,1314.1,109.21M,-0.0256
2001-02-22,1355.1,1370.05,1370.05,1335.65,100.05M,-0.0109
2001-02-21,1370.1,1383.9,1389.55,1364.25,101.08M,-0.0099
2001-02-20,1383.85,1384.85,1392.8,1380.4,100.05M,-0.0007
2001-02-19,1384.8,1381.4,1392.05,1369.45,78.67M,0.0025
2001-02-16,1381.35,1415.85,1422.95,1376.15,113.02M,-0.025
2001-02-15,1416.7,1393.35,1421.0,1393.35,104.61M,0.0168
2001-02-14,1393.35,1393.15,1396.35,1380.65,82.94M,0.0015
2001-02-13,1391.2,1402.2,1412.7,1386.65,101.74M,-0.0078
2001-02-12,1402.2,1405.7,1416.45,1397.6,93.54M,-0.0025
2001-02-09,1405.7,1395.55,1416.3,1395.55,145.05M,0.0073
2001-02-08,1395.5,1370.65,1396.8,1365.05,112.78M,0.018
2001-02-07,1370.8,1387.3,1391.85,1368.05,113.03M,-0.0118
2001-02-06,1387.1,1382.7,1395.4,1382.7,87.86M,0.0033
2001-02-05,1382.6,1378.8,1392.15,1373.45,99.31M,0.0027
2001-02-02,1378.85,1359.1,1384.9,1355.3,116.26M,0.0145
2001-02-01,1359.15,1371.5,1373.5,1340.95,111.15M,-0.0091
2001-01-31,1371.7,1385.85,1396.05,1369.0,100.05M,-0.0058
2001-01-30,1379.7,1342.1,1382.55,1342.05,96.52M,0.0281
2001-01-29,1342.05,1368.55,1368.55,1312.1,87.20M,-0.0205
2001-01-25,1370.1,1366.05,1374.2,1353.5,108.88M,0.003
2001-01-24,1365.95,1355.35,1371.1,1355.35,114.57M,0.0079
2001-01-23,1355.2,1347.95,1362.05,1346.5,98.01M,0.0053
2001-01-22,1348.0,1329.3,1351.85,1329.3,99.48M,0.0142
2001-01-19,1329.1,1306.0,1333.5,1306.0,107.08M,0.0177
2001-01-18,1305.95,1297.95,1309.95,1297.95,80.94M,0.0062
2001-01-17,1297.9,1299.4,1312.35,1295.3,72.32M,0.0038
2001-01-16,1293.05,1287.0,1302.6,1279.85,78.83M,0.0049
2001-01-15,1286.75,1286.85,1295.2,1277.85,73.89M,0.0
2001-01-12,1286.75,1280.45,1298.85,1279.4,82.04M,0.005
2001-01-11,1280.4,1287.5,1296.75,1275.95,83.10M,-0.0054
2001-01-10,1287.3,1311.65,1324.35,1285.3,81.32M,-0.0186
2001-01-09,1311.65,1309.2,1323.4,1304.9,90.81M,0.0018
2001-01-08,1309.25,1327.35,1334.2,1303.35,96.10M,-0.0136
2001-01-05,1327.25,1307.55,1330.3,1306.25,98.83M,0.015
2001-01-04,1307.65,1291.3,1331.35,1291.3,106.44M,0.0127
2001-01-03,1291.25,1271.8,1293.55,1263.95,99.08M,0.0153
2001-01-02,1271.8,1254.25,1279.6,1248.55,72.27M,0.014
2001-01-01,1254.3,1263.5,1276.15,1250.65,60.53M,-0.0073
2000-12-29,1263.55,1249.0,1265.9,1242.25,68.27M,0.0117
2000-12-28,1248.95,1229.35,1253.6,1229.35,61.90M,0.0168
2000-12-27,1228.3,1212.15,1239.0,1208.75,59.26M,0.0134
2000-12-26,1212.0,1242.05,1248.5,1207.95,71.78M,-0.0242
2000-12-22,1242.0,1278.95,1292.8,1237.3,89.71M,-0.0277
2000-12-21,1277.4,1294.25,1294.25,1257.1,81.45M,-0.0138
2000-12-20,1295.25,1312.8,1313.4,1285.45,64.92M,-0.0116
2000-12-19,1310.5,1317.75,1325.6,1307.0,79.68M,-0.0054
2000-12-18,1317.6,1310.15,1321.65,1297.2,71.85M,0.0038
2000-12-15,1312.6,1349.25,1349.25,1308.15,106.56M,-0.0272
2000-12-14,1349.35,1354.45,1369.5,1346.15,107.92M,-0.0037
2000-12-13,1354.3,1333.8,1360.8,1333.8,81.30M,0.0157
2000-12-12,1333.35,1332.2,1341.75,1327.6,78.40M,0.0009
2000-12-11,1332.15,1313.7,1333.5,1313.7,77.52M,0.014
2000-12-08,1313.7,1303.3,1317.2,1303.3,92.77M,0.0086
2000-12-07,1302.5,1298.9,1308.45,1295.1,86.89M,0.003
2000-12-06,1298.55,1284.85,1319.85,1284.85,82.72M,0.0108
2000-12-05,1284.65,1275.7,1288.2,1275.5,66.90M,0.0071
2000-12-04,1275.6,1276.25,1290.0,1273.65,68.39M,-0.0005
2000-12-01,1276.2,1268.1,1280.5,1255.2,93.88M,0.0063
2000-11-30,1268.15,1264.75,1272.1,1258.4,75.25M,0.0027
2000-11-29,1264.75,1272.25,1281.0,1253.45,83.44M,-0.0063
2000-11-28,1272.75,1252.9,1275.45,1248.9,81.85M,0.0158
2000-11-27,1252.9,1225.4,1254.45,1225.35,67.01M,0.0226
2000-11-24,1225.2,1216.05,1230.0,1216.05,69.64M,0.0076
2000-11-23,1216.0,1221.2,1223.05,1209.85,60.19M,-0.0052
2000-11-22,1222.35,1235.85,1247.5,1220.05,56.32M,-0.0102
2000-11-21,1235.0,1236.95,1237.85,1224.3,54.13M,-0.0021
